[12/16/21 07:26PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/4/22 11:02PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/4/22 11:07PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/5/22 04:05PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/5/22 04:28PM] Player dropping item: Riddler's legs, amount: 1	
[1/5/22 04:29PM] Picked up gr.Item Riddler's legs, amount: 1	
[1/5/22 04:29PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/5/22 04:32PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/5/22 04:34PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/5/22 04:36PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/5/22 04:37PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/5/22 06:19PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/5/22 06:50PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/5/22 06:51PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 07:38PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 07:41PM] Has just redeemed a Summoning charm box successfully!	
[1/6/22 07:43PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 07:48PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 07:50PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 07:50PM] Player dropping item: Super Box, amount: 1	
[1/6/22 07:50PM] Picked up gr.Item Super Box, amount: 1	
[1/6/22 07:51PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 07:51PM] Player dropping item: Super Box, amount: 1	
[1/6/22 07:52PM] Picked up gr.Item Super Box, amount: 1	
[1/6/22 07:52PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 07:54PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 07:54PM] Player dropping item: Super Box, amount: 1	
[1/6/22 07:54PM] Picked up gr.Item Super Box, amount: 1	
[1/6/22 08:00PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 08:00PM] Player dropping item: Super Box, amount: 1	
[1/6/22 08:01PM] Picked up gr.Item Super Box, amount: 1	
[1/6/22 08:01PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 08:01PM] Player dropping item: Super Box, amount: 1	
[1/6/22 08:01PM] Picked up gr.Item Super Box, amount: 1	
[1/6/22 08:02PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 08:03PM] Player dropping item: Super Box, amount: 1	
[1/6/22 08:03PM] Picked up gr.Item Super Box, amount: 1	
[1/6/22 08:04PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 08:05PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 08:05PM] Player dropping item: Super Box, amount: 1	
[1/6/22 08:05PM] Picked up gr.Item Super Box, amount: 1	
[1/6/22 08:06PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406014659.000000-360, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 08:06PM] Player dropping item: Super Box, amount: 1	
[1/6/22 08:06PM] Picked up gr.Item Super Box, amount: 1	
[1/6/22 08:12PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406004659.000000-420, uuid: 12-5B-AD-CB-DD-BB	
[1/6/22 08:12PM] Player dropping item: Super Box, amount: 1	
[1/6/22 08:12PM] Picked up gr.Item Super Box, amount: 1	
[1/14/22 10:08PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406004659.000000-420, uuid: 12-5B-AD-CB-DD-BB	
[1/14/22 10:10PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406004659.000000-420, uuid: 12-5B-AD-CB-DD-BB	
[1/14/22 10:13PM] Login. ip: 127.0.0.1, mac: 2MO922475420210406004659.000000-420, uuid: 12-5B-AD-CB-DD-BB	
